Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status
Loved the product!,Positive,IMDb,2023-06-18 16:01:00,user10596,Mumbai,0.8,Gift Card,Billing,4,6,Escalated
Very satisfied with the response.,Positive,Spotify,2023-08-20 13:22:00,user10597,Toronto,0.78,Mobile App,Technical,3,142,Resolved
Chat was fine but not great.,Neutral,TripAdvisor,2023-08-16 18:39:00,user10598,Paris,0.73,Subscription,Technical,2,136,Pending
Response time could be better.,Neutral,Website Testimonial,2023-06-18 00:24:00,user10599,Los Angeles,0.88,Premium Plan,Billing,5,128,Pending
Neither good nor bad.,Neutral,Spotify,2023-06-20 01:30:00,user10600,Sydney,0.81,Mobile App,Customer Support,2,29,Pending
Slow response from team.,Negative,Yelp,2023-09-02 22:14:00,user10601,Dubai,0.85,Mobile App,Website Experience,4,80,Resolved
Received wrong item.,Negative,ChatSupport,2023-06-25 16:05:00,user10602,Singapore,0.85,Mobile App,Product Quality,5,176,Resolved
"It was okay, nothing special.",Neutral,Email,2023-09-09 16:16:00,user10603,Los Angeles,0.92,Customer Portal,Billing,5,70,Resolved
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-06-03 09:44:00,user10604,Paris,0.85,Product A,Usability,1,36,Resolved
Neutral feeling about the experience.,Neutral,Email,2023-08-29 03:32:00,user10605,Singapore,0.79,Product A,Billing,5,16,Pending
Received wrong item.,Negative,Twitter,2023-09-03 15:55:00,user10606,Mumbai,0.78,Subscription,Technical,1,145,Resolved
Response time could be better.,Neutral,Spotify,2023-06-16 00:10:00,user10607,London,0.88,Mobile App,Website Experience,2,42,Resolved
Experience was fair.,Neutral,Website Testimonial,2023-07-09 22:33:00,user10608,Berlin,0.82,Mobile App,Product Quality,3,108,Pending
Loved the product!,Positive,IMDb,2023-09-05 10:09:00,user10609,Dubai,0.82,Customer Portal,Product Quality,4,122,Resolved
Response time could be better.,Neutral,Yelp,2023-08-13 08:08:00,user10610,Dubai,0.93,Product A,Refund,1,130,Resolved
Website kept crashing.,Negative,ChatSupport,2023-06-25 02:55:00,user10611,Sydney,0.87,Subscription,Website Experience,1,21,Pending
Experience was fair.,Neutral,Amazon Reviews,2023-06-16 19:43:00,user10612,Singapore,0.84,Gift Card,Delivery,2,59,Resolved
Chat was fine but not great.,Neutral,Twitter,2023-08-11 20:18:00,user10613,Berlin,0.71,Mobile App,Refund,3,88,Resolved
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-08-30 08:46:00,user10614,Los Angeles,0.8,Delivery Service,Product Quality,4,74,Resolved
Website kept crashing.,Negative,Spotify,2023-08-28 20:48:00,user10615,Mumbai,0.72,Customer Portal,Billing,5,11,Pending
Chat was fine but not great.,Neutral,IMDb,2023-08-31 01:31:00,user10616,New York,0.84,Gift Card,Refund,3,102,Resolved
Instructions were confusing.,Negative,Twitter,2023-07-07 00:44:00,user10617,London,0.89,Gift Card,Refund,4,31,Resolved
User experience is fantastic.,Positive,Yelp,2023-09-22 03:04:00,user10618,Paris,0.9,Customer Portal,Billing,3,49,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-08-28 16:13:00,user10619,Berlin,0.77,Mobile App,Delivery,4,139,Pending
Received wrong item.,Negative,Twitter,2023-08-24 02:34:00,user10620,Paris,0.84,Product B,Usability,5,21,Resolved
Excellent support team.,Positive,Website Testimonial,2023-09-16 21:07:00,user10621,Berlin,0.72,Mobile App,Website Experience,5,169,Pending
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-09-06 23:25:00,user10622,Sydney,0.89,Subscription,Technical,1,70,Resolved
"Terrible experience, very disappointed.",Negative,Email,2023-08-04 21:08:00,user10623,London,0.83,Subscription,Usability,3,87,Resolved
Neither good nor bad.,Neutral,IMDb,2023-07-01 18:16:00,user10624,London,0.81,Premium Plan,Delivery,1,173,Resolved
Great quality and quick delivery.,Positive,IMDb,2023-08-21 01:51:00,user10625,Mumbai,0.71,Subscription,Delivery,5,13,Resolved
Fast and friendly communication.,Positive,Twitter,2023-09-26 18:03:00,user10626,Mumbai,0.88,Product B,Delivery,1,26,Resolved
Received wrong item.,Negative,ChatSupport,2023-07-07 19:11:00,user10627,Mumbai,0.72,Customer Portal,Refund,1,76,Pending
Customer care was top-notch.,Positive,ChatSupport,2023-07-17 07:02:00,user10628,Toronto,0.83,Subscription,Billing,3,170,Pending
Chat was fine but not great.,Neutral,Spotify,2023-06-25 22:40:00,user10629,Los Angeles,0.76,Product B,Usability,1,177,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-09-23 19:27:00,user10630,Berlin,0.71,Subscription,Refund,5,64,Resolved
Neutral feeling about the experience.,Neutral,TripAdvisor,2023-09-04 00:35:00,user10631,Toronto,0.73,Product B,Product Quality,1,159,Resolved
Everything worked perfectly.,Positive,Twitter,2023-09-24 19:22:00,user10632,New York,0.71,Website,Usability,3,59,Resolved
Customer care was top-notch.,Positive,IMDb,2023-06-20 13:42:00,user10633,Los Angeles,0.86,Gift Card,Usability,2,33,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-06-06 03:50:00,user10634,Singapore,0.8,Customer Portal,Customer Support,5,122,Resolved
Delivery took too long.,Negative,Amazon Reviews,2023-09-13 07:48:00,user10635,Los Angeles,0.87,Website,Refund,1,155,Resolved
Fast and friendly communication.,Positive,Yelp,2023-07-30 12:08:00,user10636,Mumbai,0.73,Mobile App,Billing,2,63,Pending
Response time could be better.,Neutral,Twitter,2023-09-16 16:33:00,user10637,Los Angeles,0.89,Mobile App,Technical,2,13,Pending
Service quality was consistent.,Neutral,IMDb,2023-06-14 09:11:00,user10638,Singapore,0.87,Subscription,Website Experience,2,174,Pending
Received wrong item.,Negative,ChatSupport,2023-07-04 17:17:00,user10639,Toronto,0.75,Product B,Delivery,3,63,Resolved
Everything worked perfectly.,Positive,TripAdvisor,2023-06-03 11:05:00,user10640,Mumbai,0.84,Product B,Billing,5,49,Resolved
Everything worked perfectly.,Positive,Yelp,2023-06-25 18:57:00,user10641,London,0.85,Website,Customer Support,1,151,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-07-08 00:01:00,user10642,Berlin,0.78,Premium Plan,Usability,1,57,Escalated
User experience is fantastic.,Positive,Yelp,2023-09-24 03:39:00,user10643,Dubai,0.92,Product A,Billing,4,178,Pending
Customer care was top-notch.,Positive,Email,2023-08-05 00:10:00,user10644,London,0.93,Mobile App,Refund,4,161,Pending
Chat was fine but not great.,Neutral,ChatSupport,2023-06-18 07:21:00,user10645,Sydney,0.87,Subscription,Billing,2,168,Pending
Customer support never replied.,Negative,Spotify,2023-08-05 15:58:00,user10646,New York,0.89,Gift Card,Refund,5,108,Resolved
Product quality is acceptable.,Neutral,Twitter,2023-07-25 21:08:00,user10647,Sydney,0.74,Subscription,Delivery,4,123,Pending
Great quality and quick delivery.,Positive,Email,2023-06-09 16:40:00,user10648,Dubai,0.86,Gift Card,Refund,2,162,Resolved
Loved the product!,Positive,Spotify,2023-07-28 09:34:00,user10649,Singapore,0.82,Mobile App,Refund,2,106,Pending
Fast and friendly communication.,Positive,Yelp,2023-08-23 00:11:00,user10650,Paris,0.9,Customer Portal,Refund,4,103,Resolved
Customer support never replied.,Negative,ChatSupport,2023-09-13 12:06:00,user10651,Toronto,0.77,Gift Card,Product Quality,2,60,Resolved
User experience is fantastic.,Positive,Email,2023-07-10 12:10:00,user10652,London,0.94,Website,Website Experience,1,110,Escalated
Website kept crashing.,Negative,Twitter,2023-06-12 13:12:00,user10653,Toronto,0.9,Gift Card,Usability,2,137,Resolved
Neutral feeling about the experience.,Neutral,IMDb,2023-06-10 04:57:00,user10654,Singapore,0.82,Subscription,Usability,4,25,Pending
"Terrible experience, very disappointed.",Negative,TripAdvisor,2023-08-15 09:43:00,user10655,Mumbai,0.94,Mobile App,Website Experience,5,32,Resolved
Slow response from team.,Negative,Yelp,2023-07-16 05:11:00,user10656,Dubai,0.75,Product B,Customer Support,5,54,Resolved
Product arrived damaged.,Negative,TripAdvisor,2023-08-28 23:29:00,user10657,Mumbai,0.86,Mobile App,Billing,5,142,Pending
Website kept crashing.,Negative,Amazon Reviews,2023-06-28 03:08:00,user10658,London,0.81,Customer Portal,Customer Support,4,94,Escalated
Response time could be better.,Neutral,Spotify,2023-08-23 23:11:00,user10659,Dubai,0.81,Product B,Website Experience,5,115,Escalated
Not worth the money.,Negative,Website Testimonial,2023-08-24 22:31:00,user10660,Mumbai,0.89,Mobile App,Usability,4,15,Resolved
Great quality and quick delivery.,Positive,IMDb,2023-07-13 18:31:00,user10661,Paris,0.75,Website,Website Experience,1,10,Resolved
Fast and friendly communication.,Positive,IMDb,2023-06-02 00:57:00,user10662,Berlin,0.86,Gift Card,Billing,3,12,Resolved
Neutral feeling about the experience.,Neutral,TripAdvisor,2023-08-04 13:50:00,user10663,Singapore,0.82,Delivery Service,Refund,5,99,Resolved
Chatbot was useless and unhelpful.,Negative,TripAdvisor,2023-07-07 06:42:00,user10664,Berlin,0.92,Gift Card,Customer Support,4,175,Resolved
Instructions were confusing.,Negative,Spotify,2023-07-23 22:38:00,user10665,Sydney,0.89,Website,Delivery,1,95,Resolved
Very satisfied with the response.,Positive,IMDb,2023-08-28 18:05:00,user10666,Sydney,0.88,Customer Portal,Product Quality,2,87,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-07-03 00:43:00,user10667,Paris,0.89,Product A,Billing,4,73,Pending
Product arrived damaged.,Negative,ChatSupport,2023-09-06 13:50:00,user10668,Los Angeles,0.84,Customer Portal,Usability,5,158,Resolved
Fast and friendly communication.,Positive,Amazon Reviews,2023-06-11 11:14:00,user10669,Singapore,0.83,Delivery Service,Billing,3,113,Resolved
Average performance.,Neutral,Yelp,2023-07-28 13:35:00,user10670,Paris,0.72,Gift Card,Billing,2,18,Resolved
Fast and friendly communication.,Positive,Amazon Reviews,2023-07-08 18:13:00,user10671,Berlin,0.92,Customer Portal,Refund,4,131,Resolved
Average performance.,Neutral,Spotify,2023-09-19 07:56:00,user10672,New York,0.94,Gift Card,Technical,1,101,Resolved
Everything worked perfectly.,Positive,Spotify,2023-09-26 06:37:00,user10673,London,0.87,Customer Portal,Website Experience,5,19,Resolved
Instructions were confusing.,Negative,ChatSupport,2023-08-30 04:46:00,user10674,Mumbai,0.78,Product A,Website Experience,1,131,Pending
Everything worked perfectly.,Positive,Twitter,2023-08-27 21:31:00,user10675,Mumbai,0.92,Premium Plan,Website Experience,5,57,Resolved
Not worth the money.,Negative,IMDb,2023-08-23 15:14:00,user10676,Singapore,0.8,Mobile App,Customer Support,4,165,Resolved
Customer care was top-notch.,Positive,TripAdvisor,2023-08-22 14:37:00,user10677,New York,0.9,Delivery Service,Usability,1,13,Resolved
Received wrong item.,Negative,Spotify,2023-06-30 16:25:00,user10678,New York,0.95,Subscription,Website Experience,4,71,Escalated
"Terrible experience, very disappointed.",Negative,Amazon Reviews,2023-07-02 11:23:00,user10679,Dubai,0.83,Website,Technical,4,73,Resolved
Very satisfied with the response.,Positive,Spotify,2023-09-09 06:01:00,user10680,Singapore,0.75,Product B,Website Experience,1,134,Resolved
Neither good nor bad.,Neutral,Twitter,2023-07-07 06:02:00,user10681,Dubai,0.86,Gift Card,Website Experience,4,121,Pending
Customer care was top-notch.,Positive,ChatSupport,2023-08-25 01:13:00,user10682,Singapore,0.88,Mobile App,Customer Support,3,94,Resolved
Product arrived damaged.,Negative,Amazon Reviews,2023-08-23 05:33:00,user10683,Los Angeles,0.94,Delivery Service,Refund,4,113,Resolved
Excellent support team.,Positive,TripAdvisor,2023-08-08 04:03:00,user10684,New York,0.71,Product B,Product Quality,5,66,Resolved
Instructions were confusing.,Negative,IMDb,2023-06-19 01:44:00,user10685,Paris,0.9,Product B,Technical,4,26,Pending
Amazing service!,Positive,IMDb,2023-08-01 21:34:00,user10686,Dubai,0.84,Product B,Delivery,4,149,Escalated
"Met expectations, no issues.",Neutral,Twitter,2023-06-18 00:02:00,user10687,Berlin,0.71,Mobile App,Technical,2,33,Resolved
Response time could be better.,Neutral,Twitter,2023-07-06 18:23:00,user10688,Los Angeles,0.72,Premium Plan,Technical,2,7,Resolved
Very satisfied with the response.,Positive,TripAdvisor,2023-07-05 03:40:00,user10689,Mumbai,0.88,Delivery Service,Product Quality,3,31,Pending
Response time could be better.,Neutral,Twitter,2023-08-05 07:39:00,user10690,Dubai,0.74,Premium Plan,Product Quality,2,145,Pending
I will definitely recommend this to friends.,Positive,Spotify,2023-09-20 09:38:00,user10691,Los Angeles,0.92,Premium Plan,Customer Support,3,120,Resolved
Not worth the money.,Negative,Spotify,2023-07-28 18:46:00,user10692,Berlin,0.91,Premium Plan,Delivery,4,30,Resolved
Delivery took too long.,Negative,Email,2023-07-20 20:23:00,user10693,Dubai,0.83,Product A,Customer Support,3,161,Resolved
Delivery took too long.,Negative,Yelp,2023-07-11 00:53:00,user10694,Dubai,0.76,Mobile App,Refund,5,92,Resolved
I will definitely recommend this to friends.,Positive,ChatSupport,2023-06-28 16:31:00,user10695,Toronto,0.79,Product B,Product Quality,3,162,Resolved
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-08-14 00:05:00,user10696,Sydney,0.88,Gift Card,Delivery,1,95,Escalated
Everything worked perfectly.,Positive,IMDb,2023-08-13 19:32:00,user10697,Dubai,0.73,Product A,Product Quality,2,90,Resolved
Not worth the money.,Negative,Amazon Reviews,2023-08-18 04:09:00,user10698,Dubai,0.95,Delivery Service,Product Quality,5,68,Resolved
Product arrived damaged.,Negative,IMDb,2023-07-12 12:18:00,user10699,Mumbai,0.93,Customer Portal,Technical,4,113,Resolved
Excellent support team.,Positive,IMDb,2023-06-16 00:15:00,user10700,Paris,0.71,Delivery Service,Delivery,3,107,Pending
Excellent support team.,Positive,Amazon Reviews,2023-06-15 10:53:00,user10701,Sydney,0.73,Delivery Service,Billing,5,93,Escalated
Everything worked perfectly.,Positive,Twitter,2023-07-08 12:04:00,user10702,Los Angeles,0.79,Product B,Customer Support,4,66,Resolved
I will definitely recommend this to friends.,Positive,Twitter,2023-07-27 19:11:00,user10703,Los Angeles,0.76,Premium Plan,Customer Support,5,179,Resolved
Loved the product!,Positive,TripAdvisor,2023-07-11 11:52:00,user10704,Los Angeles,0.83,Delivery Service,Product Quality,1,78,Resolved
Experience was fair.,Neutral,Yelp,2023-09-01 05:49:00,user10705,New York,0.93,Website,Usability,5,162,Resolved
Chatbot was useless and unhelpful.,Negative,Spotify,2023-09-01 02:23:00,user10706,Berlin,0.93,Product A,Website Experience,5,171,Resolved
Fast and friendly communication.,Positive,Email,2023-08-05 06:44:00,user10707,Los Angeles,0.94,Website,Technical,5,138,Resolved
Instructions were confusing.,Negative,IMDb,2023-08-25 18:51:00,user10708,New York,0.79,Mobile App,Technical,5,15,Pending
Website kept crashing.,Negative,ChatSupport,2023-07-02 02:25:00,user10709,Dubai,0.89,Product B,Technical,1,160,Resolved
Received wrong item.,Negative,Email,2023-08-09 15:42:00,user10710,Los Angeles,0.87,Customer Portal,Product Quality,2,53,Resolved
Everything worked perfectly.,Positive,Email,2023-07-20 05:21:00,user10711,Mumbai,0.71,Subscription,Refund,2,80,Pending
Product arrived damaged.,Negative,Spotify,2023-07-27 14:18:00,user10712,Dubai,0.8,Mobile App,Delivery,1,90,Resolved
Customer care was top-notch.,Positive,Email,2023-06-06 04:23:00,user10713,Sydney,0.88,Product A,Refund,2,128,Resolved
Amazing service!,Positive,Spotify,2023-06-15 19:46:00,user10714,Sydney,0.76,Customer Portal,Delivery,3,12,Resolved
Everything worked perfectly.,Positive,Amazon Reviews,2023-09-24 19:02:00,user10715,Los Angeles,0.76,Product B,Technical,1,112,Pending
User experience is fantastic.,Positive,IMDb,2023-09-10 19:29:00,user10716,Mumbai,0.75,Gift Card,Usability,5,91,Resolved
"Met expectations, no issues.",Neutral,Yelp,2023-06-03 17:46:00,user10717,Paris,0.95,Subscription,Product Quality,3,93,Resolved
Neutral feeling about the experience.,Neutral,Spotify,2023-08-09 02:16:00,user10718,New York,0.79,Subscription,Billing,5,12,Escalated
Delivery took too long.,Negative,Website Testimonial,2023-08-29 05:54:00,user10719,Berlin,0.94,Gift Card,Refund,2,93,Resolved
Average performance.,Neutral,Twitter,2023-07-30 07:31:00,user10720,Toronto,0.76,Website,Usability,2,158,Resolved
Chat was fine but not great.,Neutral,Website Testimonial,2023-07-10 13:00:00,user10721,Dubai,0.78,Subscription,Website Experience,2,57,Resolved
Website kept crashing.,Negative,Twitter,2023-08-17 16:28:00,user10722,Paris,0.88,Mobile App,Technical,2,11,Resolved
Great quality and quick delivery.,Positive,Twitter,2023-06-29 21:24:00,user10723,Mumbai,0.72,Customer Portal,Refund,2,118,Escalated
Response time could be better.,Neutral,Website Testimonial,2023-06-02 10:33:00,user10724,Dubai,0.9,Premium Plan,Website Experience,3,36,Resolved
Delivery took too long.,Negative,IMDb,2023-06-29 06:22:00,user10725,Mumbai,0.86,Customer Portal,Refund,4,169,Resolved
Chatbot was useless and unhelpful.,Negative,TripAdvisor,2023-06-15 09:29:00,user10726,New York,0.88,Premium Plan,Billing,4,119,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-06-13 02:27:00,user10727,Dubai,0.87,Delivery Service,Website Experience,4,37,Resolved
Customer care was top-notch.,Positive,IMDb,2023-08-18 06:08:00,user10728,Paris,0.72,Website,Billing,2,66,Pending
Neutral feeling about the experience.,Neutral,ChatSupport,2023-09-11 23:27:00,user10729,Dubai,0.84,Product A,Billing,3,128,Pending
Excellent support team.,Positive,Email,2023-06-12 14:19:00,user10730,Paris,0.71,Mobile App,Usability,3,141,Resolved
Response time could be better.,Neutral,Email,2023-06-23 19:59:00,user10731,Los Angeles,0.82,Mobile App,Usability,1,144,Pending
Chat was fine but not great.,Neutral,Website Testimonial,2023-07-10 14:54:00,user10732,London,0.92,Customer Portal,Product Quality,3,16,Resolved
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-06-23 05:36:00,user10733,Dubai,0.83,Premium Plan,Product Quality,2,129,Resolved
Not worth the money.,Negative,Twitter,2023-06-10 20:54:00,user10734,Los Angeles,0.76,Customer Portal,Usability,3,33,Resolved
